FacultyID,ScholarName,Title,ScholarID,ProfileLink
F406,Dr. Satish Polshettiwar,Recent Trends on Biosensors in Healthcare and Pharmaceuticals: An Overview.,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en
F406,Dr. Satish Polshettiwar,Effective cancer management: Inimitable role of phytochemical based nano-formulations,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en
F406,Dr. Satish Polshettiwar,Flavonoids as potential therapeutics in male reproductive disorders,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en
F406,Dr. Satish Polshettiwar,Dual wavelength spectrophotometric method for simultaneous estimation of ofloxacin and cefpodoxime proxetil in tablet dosage form,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en
F406,Dr. Satish Polshettiwar,Fabrication and Characterisation of gemcitabine hydrochloride loaded magnetically responsive,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Deepsort: Real time & multi-object detection and tracking with yolo and tensorflow,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,A review of image annotation tools for object detection,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Personality prediction from social media text: An overview,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Tinyml applications and use cases for healthcare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Survey on techniques for cross platform mobile application development,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Securing TinyML in a connected world,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,GSM based LAN monitoring and controlling,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Personality prediction from social networks text using machine learning,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Time and energy saving through computation offloading with bandwidth consideration for mobile cloud computing,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F420,Mamta Suyog Bhamare,Prediction of Stock Market Closing Rates Using Deep Learning and Machine Learning Algorithms,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Magnetic field conditioning: an energy efficient method for crude oil transportation,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Synthesis of biodiesel from low-cost vegetable oil and prediction of the fuel properties of a biodiesel–diesel mixture,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Estimation of SARA composition of crudes purely from density and viscosity using machine learning based models,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Combined effect of pour point depressants and magnetic field on the viscosity and pour point of crude oil,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Reducing crude oil viscosity using diluents,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Extraction of environment-friendly biodegradable poly-hydroxy butyrate using novel hydrodynamic cavitation method,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Making industrial visits more outcome oriented,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Prediction of viscosity in magnetic fluid conditioning of crude oil,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Investigations on Recovery of Apparent Viscosity of Crude Oil After Magnetic Fluid Conditioning,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F101,Dr. Anand D Kulkarni,Production of Bacteriorhodopsin Nanoparticles Isolated from the Haloarchaeon Halobacterium Noricense for Biosensitized Solar Cell Development,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en
F538,Hemant Kulkarni,Computation of separate ratio and regression estimator under neutrosophic stratified sampling: An application to climate data,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,A joint quantile regression model for multiple longitudinal outcomes,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Computation of separate product and ratio exponential estimators under neutrosophic stratified sampling: Application to climate data,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Transmission-based association mapping of triglyceride levels in a longitudinal framework using quasi-likelihood,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Including non-informative parents in transmission-based association tests,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Transmission Based Association Test for Multivariate Phenotype Using Quasi Likelihood: H. Kulkarni et al.,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Transmission-based association mapping of triglyceride levels in a longitudinal framework using quasi-likelihood 06 Biological Sciences 0604 Genetics,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,A Poisson Regression Approach for Association Mapping of Count Phenotypes,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
F538,Hemant Kulkarni,Transmission Disequilibrium Test for quantitative traits based on multiple sibs,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en
